512000,0.0889073,0.00270863,
1024000,0.0262728,0.00502923,
1536000,0.0386731,0.00762733,
2048000,0.0501326,0.00942663,
2560000,0.0611542,0.0118162,
512000,0.098337,0.0855946,
1024000,0.193275,0.169786,
1536000,0.287915,0.254928,
2048000,0.381142,0.337873,
2560000,0.47486,0.421544,
