512000,0.0108881,
1024000,0.0105448,
1536000,0.0144684,
2048000,0.0179241,
2560000,0.0234336,
3072000,0.0265885,
3584000,0.031238,
4096000,0.0354911,
4608000,0.0399532,
5120000,0.0443323,
5632000,0.0495671,
6144000,0.053097,
6656000,0.0576331,
7168000,0.0618434,
7680000,0.0664194,
8192000,0.0708636,
8704000,0.0754062,
9216000,0.0803412,
9728000,0.0856348,
10240000,0.0895929,
10752000,0.0929914,
11264000,0.0978304,
11776000,0.103071,
12288000,0.106619,
12800000,0.111179,
13312000,0.115134,
13824000,0.120827,
14336000,0.124522,
14848000,0.128589,
15360000,0.133708,
15872000,0.137587,
16384000,0.141962,
16896000,0.145874,
17408000,0.152386,
17920000,0.154893,
18432000,0.159344,
18944000,0.163334,
19456000,0.168151,
19968000,0.172074,
20480000,0.17779,
20992000,0.181254,
21504000,0.18587,
22016000,0.190526,
22528000,0.195722,
23040000,0.199777,
23552000,0.203168,
24064000,0.207643,
24576000,0.21239,
25088000,0.216485,
25600000,0.22067,
26112000,0.225865,
26624000,0.230478,
27136000,0.235348,
27648000,0.238857,
28160000,0.243343,
28672000,0.247428,
29184000,0.252078,
29696000,0.25608,
30208000,0.260582,
30720000,0.265101,
31232000,0.269526,
31744000,0.274114,
32256000,0.279399,
32768000,0.282871,
33280000,0.289358,
33792000,0.291261,
34304000,0.29593,
34816000,0.301789,
35328000,0.305522,
35840000,0.308877,
36352000,0.316958,
36864000,0.320098,
37376000,0.323296,
37888000,0.327109,
38400000,0.331786,
38912000,0.336006,
39424000,0.340961,
39936000,0.345341,
40448000,0.350535,
40960000,0.356148,
41472000,0.358538,
41984000,0.363747,
42496000,0.367057,
43008000,0.370789,
43520000,0.375724,
44032000,0.38056,
44544000,0.383846,
45056000,0.388716,
45568000,0.39588,
46080000,0.399004,
46592000,0.401606,
47104000,0.406034,
47616000,0.4114,
48128000,0.415264,
48640000,0.419318,
49152000,0.424266,
49664000,0.428225,
50176000,0.432687,
50688000,0.437167,
51200000,0.443081,
51712000,0.446289,
52224000,0.451366,
52736000,0.455757,
53248000,0.459737,
53760000,0.463694,
54272000,0.468691,
54784000,0.473436,
55296000,0.477442,
55808000,0.482267,
56320000,0.485802,
56832000,0.489891,
57344000,0.494251,
57856000,0.498821,
58368000,0.50401,
58880000,0.510739,
59392000,0.51194,
59904000,0.518102,
60416000,0.522765,
60928000,0.525517,
61440000,0.531808,
61952000,0.534268,
62464000,0.539056,
62976000,0.543965,
63488000,0.550422,
64000000,0.553098,
64512000,0.560894,
65024000,0.561994,
65536000,0.565156,
66048000,0.569489,
66560000,0.574137,
67072000,0.578015,
67584000,0.583122,
68096000,0.587968,
68608000,0.594412,
69120000,0.605958,
69632000,0.601904,
