512000,0.00338401,
1024000,0.00841432,
1536000,0.00982505,
2048000,0.011403,
2560000,0.0141663,
3072000,0.0170114,
3584000,0.0194779,
4096000,0.0217083,
4608000,0.024801,
5120000,0.0278344,
5632000,0.0304552,
6144000,0.0329122,
6656000,0.0361421,
7168000,0.0407246,
7680000,0.0407824,
8192000,0.0435659,
8704000,0.0480737,
9216000,0.0514502,
9728000,0.0534974,
10240000,0.056613,
10752000,0.058887,
11264000,0.062121,
11776000,0.0658429,
12288000,0.0676335,
12800000,0.0702448,
13312000,0.0730901,
13824000,0.0754523,
14336000,0.0779616,
14848000,0.0824671,
15360000,0.0850321,
15872000,0.0889408,
16384000,0.0903347,
16896000,0.0929801,
17408000,0.0965596,
17920000,0.098941,
18432000,0.102334,
18944000,0.104764,
19456000,0.109323,
19968000,0.111584,
20480000,0.111735,
20992000,0.113239,
21504000,0.116121,
22016000,0.120021,
22528000,0.12625,
23040000,0.12946,
23552000,0.132131,
24064000,0.134955,
24576000,0.136889,
25088000,0.140786,
25600000,0.14326,
26112000,0.146534,
26624000,0.147721,
27136000,0.151103,
27648000,0.154562,
28160000,0.157847,
28672000,0.160021,
29184000,0.162896,
29696000,0.165281,
30208000,0.168865,
30720000,0.171093,
31232000,0.174739,
31744000,0.176663,
32256000,0.180412,
32768000,0.182678,
33280000,0.185109,
33792000,0.188603,
34304000,0.191635,
34816000,0.192166,
35328000,0.191241,
35840000,0.195491,
36352000,0.198669,
36864000,0.205226,
37376000,0.206271,
37888000,0.206366,
38400000,0.213468,
38912000,0.216314,
39424000,0.216899,
39936000,0.222444,
40448000,0.225503,
40960000,0.226657,
41472000,0.229736,
41984000,0.231434,
42496000,0.233109,
43008000,0.239022,
43520000,0.242784,
44032000,0.244902,
44544000,0.247789,
45056000,0.250985,
45568000,0.251813,
46080000,0.253684,
46592000,0.253995,
47104000,0.258325,
47616000,0.265898,
48128000,0.267795,
48640000,0.268618,
49152000,0.274075,
49664000,0.272317,
50176000,0.277414,
